size,cp,description,floor,price,addr_approx,pics,contact,lift,rooms,publicdistance,latitude,longitude,int_ext,deposit,orientation
 140 m² construidos ,, "JUNTO A LA BASÍLICA DE BEGOÑA. Vivienda de 4 dormitorios| 3 armarios empotrados| amplio salón de 40 m2| terraza| 2 balcones| 2 baños y aseo. Calefacción central de gasoil incluida en el precio. Ascensor. Totalmente exterior. Muy soleado. Fantásticas vistas. Entrar a vivir. El precio también incluye camarote de 25 m2. Ven a verlo| te encantará!!!" , Planta 3ª exterior , 950 eur/mes - ,Zurbarán| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 944 685 , Con ascensor , 4 habitaciones ,?,43.2646982,-2.9138505,
 90 m² construidos| 80 m² útiles ,, "Bonito piso exterior| de 90 m2 en San Ignacio (junto al polideportivo). Se alquila solo a estudiantes. Tiene una ubicación perfecta ya que se encuentra muy próximo al metro| a la parada de bus de la universidad y a la UPV de Sarriko. Situado en planta 5ª| es muy luminoso y soleado y está totalmente amueblado y equipado. Dispone de un amplio salón-comedor| 3 espaciosas habitaciones (todas con mobiliario)| 2 baños nuevos completos y una moderna y luminosa cocina totalmente equipada. Calefacción y agua caliente individual de gas. Edificio con ascensor. " , Planta 5ª exterior , 850 eur/mes - ,San Ignacio| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 682 176 , Con ascensor , 3 habitaciones ,?,43.2827375,-2.9638083,
 90 m² construidos| 82 m² útiles ,48003, "Piso compuesto por dos dormitorios| salón| cocina| dos baños| balcón| parcela de garaje y trastero" , Planta 7ª exterior , 900 eur/mes - ,avenida jardines de gernika| Miribilla| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 943 628 , Con ascensor , 2 habitaciones ,?,43.2505372,-2.9284466,
 130 m² construidos| 120 m² útiles ,48011, "Magnífico piso exterior de 130 m2 en Autonomía (muy próximo Alhóndiga y Plaza Zabálburu). Ubicado en zona muy céntrica y muy bien comunicada. Situado en planta 5ª| está totalmente amueblado y equipado. Dispone de amplio y luminoso salón comedor con salida a gran terraza (exterior)| 3 espaciosas habitaciones con armarios empotrados| 2 baños completos y una cocina totalmente equipada.  Agua caliente y calefacción central. Edificio de hormigón con ascensor. Se solicitan 2 meses de fianza. Disponible a partir del 15 de julio de 2016." , Planta 5ª , 950 eur/mes - ,Alhondiga| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 682 176 , Con ascensor , 3 habitaciones ,?,43.259722,-2.936944,
 55 m² construidos| 50 m² útiles ,, "Se alquila piso en buen estado| opcional garaje| situado frante al parque de rekalde| con buenos accenos de autobus| luminoso|... Tambie´n esta disponible en venta" , Planta 9ª exterior , 675 eur/mes - ,calle de Gordóniz| 72| Rekalde Centro| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|//smart.idealista.com/call/pubi/33114/253244/16025/M/[timestamp]/?|//smart.idealista.com/call/pubi/33114/253244/16023/M/[timestamp]/?|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 655 749 935 , Con ascensor , 2 habitaciones ,?,,exterior, 675 eur/mes - ,,
 65 m² construidos| 55 m² útiles ,, "PISO EN ABANDO|  DE 2 HABITACIONES| | 55 M2 APROX.| BAÑO| COCINA EQUIPADA| CALEFACCIÓN DE GAS INDIVIDUAL| ASCENSORR| GARAJE OPCIONAL." , Planta 1ª interior , 850 eur/mes - ,Zabalburu-Diputación| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 941 086 , Con ascensor , 2 habitaciones ,?,43.2630126,-2.9349852,
 58 m² construidos ,48014, "BONITO PISO DE ALQUILER EN DEUSTO| REFORMADO Y AMUEBLADO| 2 HABITACIONES| SALON| COCINA EQUIPADA Y BAÑO. SITUADO JUNTO PARADAS DE METRO Y BUS| CENTRO COMERCIAL| POLIDEPORTIVO| ETC. INTERESANTE VER" , Planta 2ª exterior , 700 eur/mes - ,San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 940 681 , Con ascensor , 2 habitaciones ,?,43.2718846,-2.9450166,
 85 m² construidos| 80 m² útiles ,, "Interesante piso exterior de 85 m2 en Sarriko (Deusto). Se alquila a estudiantes y tiene una ubicación ideal ya que se encuentra muy próximo a boca de metro| parada de bus de UPV y universidad Sarriko. Situado en planta 3ª| es muy luminoso y soleado y está totalmente amueblado y equipado. Dispone de salón-comedor| 3 espaciosas habitaciones (todas con mobiliario: cama| armario| escritorio|..)| 1 baño completo| cocina totalmente equipada y terraza. Calefacción y agua caliente individual de gas. Edificio con ascensor. Fianza de 1 mes y gastos de comunidad incluidos. " , Planta 3ª exterior , 825 eur/mes - ,La Ribera-Ibarrekolanda| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 682 176 , Con ascensor , 3 habitaciones ,?,43.2864067,-2.9960388,
 78 m² construidos| 63 m² útiles ,, "Alquiler de apartamento en Ensanche. Interior muy claro a patio de manzana. Reformado hace cuatro años. Sala comedor| cocina independiente| baño completo 1 habitación| unida al salón. Calefacción y agua caliente incluidas en la renta." , Planta 4ª interior , 900 eur/mes - ,henao| Abandoibarra-Guggenheim| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 948 316 , Con ascensor ,,?,43.2630126,-2.9349852,
 62 m² construidos ,48003, "Piso entrar a vivir| 2 dormitorios| sala| cocina equipada| baño y dos balcones. Calefacción y agua caliente a gas natural. Ascensor. Exterior. Totalmente amueblado. Requerido nómina contrato laboral Indefinido 1.500€/mes ingresos conjuntos de los arrendatarios." , Planta 7ª exterior , 600 eur/mes - ,calle goiko torre| San Adrián| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 942 759 , Con ascensor , 2 habitaciones ,?,43.2478122,-2.9316578,
 120 m² construidos| 115 m² útiles ,48014, "ESTUDIANTES!!! Dispone de amplia cocina equipada| salón| trastero| dos baños y cuatro habitaciones. exterior y ascensor. llamenos estaremos encantados de eseñarselo..." , Planta 1ª exterior , 1.400 eur/mes - ,calle blas de otero| San Pedro de Deusto-Arangoit| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor , 4 habitaciones ,?,43.2700464,-2.9475313,
 50 m² construidos ,48011, "Piso de 50 m2| distribuidos en salón| cocina equipada| 2 habitaciones| baño. Ascensor. Totalmente exterior. Sin amueblar." , Planta 7ª exterior , 850 eur/mes - ,Alhondiga| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 561 , Con ascensor , 2 habitaciones ,?,43.259722,-2.936944,
 55 m² construidos| 45 m² útiles ,, "se alquila apartamento en indautxu| vivienda situada en alameda urquijo| situacion inmejorable| junto a todo tipo de servicios y medios de transportes| calefaccion incluida dentro del precio| llamenos estaremos encantados de poder enseñarselo!!" , Planta 3ª interior , 750 eur/mes - ,alameda urquijo| Zona Indautxu| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 947 254 , Con ascensor ,,?,43.261183,-2.9413556,
 175 m² construidos| 150 m² útiles ,, "FINCAS DEL HOYO!!!!!!!!!!!!!!!!!!alquila piso junto a Gran via a la altura de Marques del Puerto completamente nueva con 3 habitaciones un salón espectacular y 2 baños| con la cocina montada a estrenar y armarios empotrados en las habitaciones." , Planta 3ª exterior , 2.200 eur/mes - ,Ensanche-Moyua| Bilbao,https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://st1.idealista.com/static/common/img/icons/px.png|https://logs3.xiti.com/hit.xiti?s=352991&s2=10&p=detalle::home&di=0&x19=[]&cmd=&xt_an=&roimt=&clic=#clic#, 944 945 014 , Con ascensor , 3 habitaciones ,?,43.2630126,-2.9349852,
